Country Name;;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
Guatemala;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;58.3;;;59.6;;;;;;;;;;;54.8;;;;;;54.9;;;;;52.3;;;48.7;;;
Guam;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guyana;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.5;;;;;;;;;;;;;;;;;;;
High income;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hong Kong SAR. China;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Honduras;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59.5;57.4;51.8;51.8;53.5;55;55.5;55.7;52.7;57.4;55.3;;54.1;58.8;58.7;58.4;59.5;57.4;56.2;55.7;51.6;53.4;57.4;57.4;53.7;51;50.1;;
Heavily indebted poor countries (HIPC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Croatia;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.8;;;;;;;;;;;;;;;;;;;;;32.6;32.4;32.3;32.5;32;32.2;;;
Haiti;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.9;;;;;
Hungary;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;25;;;;27.9;;;;;;;;;;;29.9;34.7;28.3;27.9;27.5;27;29.4;28.9;30.5;31.5;30.9;;;
IBRD only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IDA & IBRD total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IDA total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IDA blend;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.5;;;;
IDA only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Isle of Man;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;South Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.2;;;;;;
Not classified;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;Middle East & North Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.6;33.8;32.7;32;30.9;32.7;32.3;32.3;32.5;33.4;31.9;;;
Iran. Islamic Rep.;Middle East & North Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;47.4;;;;43.6;;;;43;;;;44.1;;;;;;;43.6;44.8;;;42;;;;37.4;38.8;;;
Iraq;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.6;;;;;;29.5;;;;;
Iceland;Middle East & North Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;29;30.3;29.5;31.8;28.7;26.2;26.8;26.8;25.4;25.6;;;
Israel;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;36.3;;;;;;;36.5;;;;;;35.5;;;;;38.1;;;;38.9;;;;41.7;;41;;;42.5;;41.4;;;;;
Italy;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.3;33.8;34;32.9;33.6;33.5;34.3;34.5;34.9;34.9;34.7;;;
Jamaica;Middle East & North Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.2;;41.1;;;35.7;;;40.4;;;44.1;;;48.3;;45.5;;;;;;;;;;;;;
Jordan;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;36.1;;;;;;43.4;;;;;36.4;;;;;37;;;;33.9;;32.6;;33.7;;;;;;;
Japan;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.1;;;;;;;;;
Kazakhstan;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.4;;;;;35.4;34;33;31.4;29.6;30;28.5;29.1;28.8;28.6;27.4;27.5;26.3;26.5;26.5;;
Kenya;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.5;;43.9;;;46.3;;;;;;;;48.5;;;;;;;;;;;;
Kyrgyz Republic;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.7;;;;;46.4;;31;30.2;30.3;28.7;34.8;32.6;37.4;33.9;31.5;29.9;30.1;27.8;27.4;28.8;26.8;29;;
Cambodia;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kiribati;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;;;;;;;;;;;
St. Kitts and Nevis;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Korea. Rep.;Middle East & North Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.7;;32.3;;32;;31.6;;;;;
Kuwait;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Latin America & Caribbean (excluding high income);East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lao PDR;Middle East & North Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.3;;;;;34.9;;;;;32.6;;;;;35.4;;;;;36.4;;;;;
Lebanon;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.8;;;;;;
Liberia;Middle East & North Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.5;;;;;;;33.2;;;
Libya;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
St. Lucia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.6;;;;;;;;;;;;;;;;;;;;;;
Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Least developed countries: UN classification;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Low income;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liechtenstein;South Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;;;;;;;;;;;;;;;;;;;;;;;;;;;32.5;;;;;32.5;;;;;35.4;;;;;;;41;;;;40.3;;;36.4;;;39.2;;;;;
Lower middle income;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Low & middle income;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesotho;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;;;;;63.2;;;;;;;;51.6;;;;;;;;54.2;;;;;;;
Late-demographic dividend;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lithuania;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.5;;;;;33.6;;;;;;;;;;;37;35.3;34.4;34.6;35.7;37.2;33.6;32.5;35.1;35.3;37.7;;;
Luxembourg;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.2;30.8;31;31.1;32.6;31.2;30.5;32;34.3;32;31.2;;;
Latvia;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.5;;;;;27;;31;31.6;;;;;;;;36.4;39;35.5;37.5;37.2;36;35;35.8;35.2;35.5;35.1;;;
Macao SAR. China;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
St. Martin (French part);Middle East & North Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;39.2;;;;;;39.2;;;;;;;;39.5;;40.6;;;;;;40.7;;;;;;;;;;;
Monaco;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moldova;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.9;39.5;42.6;36.4;38;35.8;34.9;35;36.3;35.4;34.4;34.7;32.9;32;30.6;29.2;28.5;26.8;27;;
Madagascar;South Asia;;;;;;;;;;;;;;;;;;;;;46.8;;;;;;;;;;;;;45.3;;;;39.5;;38.6;;47.4;;;;39.9;;;;;42.4;;42.7;;;;;
Maldives;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.3;;;;;;;38.4;;;;;;;;
Middle East & North Africa;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mexico;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;49;;;;;;;;51;;51.7;;48.5;;49;;51.7;;49.5;;46;;48;;48.2;;48.1;;48.1;;48.2;;;
Marshall Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Middle income;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
